h_country,nameOfAggr,year,quarter,subGroup,subGroupVal,C_Value,h_name,QI,YQ,isAngelKPI,aggFunc,Value,data_Pts,data_missing,isKPI,pct_missing,isYearAgg,isCountryAgg,qual4Stroke Ready,qual4Diamond,qual4Platinum,qual4Gold,qual4NA,MedianGeg_C,diffFromC,CSoAboveCountry,CSoAboveDiamond,CSoAbovePlatinum,CSoAboveGold,is1stgeqC,is1stGold,is1stPlat,is1stDiam
Far away,NA,2017,Q4,NA,NA,NA,General,discharge_any_antiplatelet,2017 Q4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0
Far away,NA,2017,Q4,NA,NA,NA,General,door_to_groin,2017 Q4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0
Far away,NA,2017,Q4,NA,NA,NA,General,door_to_needle,2017 Q4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0
Far away,NA,2017,all,NA,NA,NA,General,discharge_any_anticoagulant,2017,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0
Far away,NA,2017,all,NA,NA,NA,General,discharge_any_antiplatelet,2017,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0
Far away,NA,2017,all,NA,NA,NA,General,door_to_groin,2017,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0
Far away,NA,2017,all,NA,NA,NA,General,door_to_needle,2017,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q1,NA,NA,NA,General,discharge_any_anticoagulant,2018 Q1,TRUE,pct,2.5,40,18,FALSE,31,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q1,first_hospital,TRUE,NA,General,discharge_any_anticoagulant,2018 Q1,TRUE,pct,2.5,40,18,FALSE,31,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q1,prenotification,NA,NA,General,discharge_any_anticoagulant,2018 Q1,TRUE,pct,2.5,40,18,FALSE,31,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q1,imaging_done,FALSE,NA,General,discharge_any_anticoagulant,2018 Q1,TRUE,pct,NA,0,3,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q1,imaging_done,TRUE,NA,General,discharge_any_anticoagulant,2018 Q1,TRUE,pct,2.5,40,15,FALSE,27.3,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q1,stroke_type,intracerebral hemorrhage,NA,General,discharge_any_anticoagulant,2018 Q1,TRUE,pct,NA,0,18,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q1,stroke_type,ischemic,NA,General,discharge_any_anticoagulant,2018 Q1,TRUE,pct,2.5,40,0,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q1,gender,female,NA,General,discharge_any_anticoagulant,2018 Q1,TRUE,pct,5.9,17,6,FALSE,26.1,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q1,gender,male,NA,General,discharge_any_anticoagulant,2018 Q1,TRUE,pct,0,23,12,FALSE,34.3,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,isp_dis_antiplat,2018,Q1,NA,NA,NA,General,discharge_any_antiplatelet,2018 Q1,TRUE,pct,95,40,18,FALSE,31,FALSE,FALSE,0,1,0,0,0,NA,NA,0,1,1,1,0,0,0,1
Far away,isp_dis_antiplat,2018,Q1,first_hospital,TRUE,NA,General,discharge_any_antiplatelet,2018 Q1,TRUE,pct,95,40,18,FALSE,31,FALSE,FALSE,0,1,0,0,0,NA,NA,0,2,2,2,0,0,0,0
Far away,isp_dis_antiplat,2018,Q1,prenotification,NA,NA,General,discharge_any_antiplatelet,2018 Q1,TRUE,pct,95,40,18,FALSE,31,FALSE,FALSE,0,1,0,0,0,NA,NA,0,3,3,3,0,0,0,0
Far away,isp_dis_antiplat,2018,Q1,imaging_done,FALSE,NA,General,discharge_any_antiplatelet,2018 Q1,TRUE,pct,NA,0,3,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,3,3,3,0,0,0,0
Far away,isp_dis_antiplat,2018,Q1,imaging_done,TRUE,NA,General,discharge_any_antiplatelet,2018 Q1,TRUE,pct,95,40,15,FALSE,27.3,FALSE,FALSE,0,1,0,0,0,NA,NA,0,4,4,4,0,0,0,0
Far away,isp_dis_antiplat,2018,Q1,stroke_type,intracerebral hemorrhage,NA,General,discharge_any_antiplatelet,2018 Q1,TRUE,pct,NA,0,18,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,4,4,4,0,0,0,0
Far away,isp_dis_antiplat,2018,Q1,stroke_type,ischemic,NA,General,discharge_any_antiplatelet,2018 Q1,TRUE,pct,95,40,0,FALSE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,0,5,5,5,0,0,0,0
Far away,isp_dis_antiplat,2018,Q1,gender,female,NA,General,discharge_any_antiplatelet,2018 Q1,TRUE,pct,94.1,17,6,FALSE,26.1,FALSE,FALSE,0,1,0,0,0,NA,NA,0,6,6,6,0,0,0,0
Far away,isp_dis_antiplat,2018,Q1,gender,male,NA,General,discharge_any_antiplatelet,2018 Q1,TRUE,pct,95.7,23,12,FALSE,34.3,FALSE,FALSE,0,1,0,0,0,NA,NA,0,7,7,7,0,0,0,0
Far away,dgt_leq_120,2018,Q1,NA,NA,14.3,General,door_to_groin,2018 Q1,TRUE,pct,0,2,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,0,-14.3,0,0,0,0,0,0,0,0
Far away,dgt_leq_90,2018,Q1,NA,NA,42.9,General,door_to_groin,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,1,7.100000000000001,1,1,1,1,1,0,0,1
Far away,door_to_groin,2018,Q1,NA,NA,180,General,door_to_groin,2018 Q1,FALSE,median,220,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,1,40,2,1,1,1,0,0,0,0
Far away,dgt_leq_120,2018,Q1,first_hospital,TRUE,NA,General,door_to_groin,2018 Q1,TRUE,pct,0,2,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,1,1,1,0,0,0,0
Far away,dgt_leq_120,2018,Q1,prenotification,NA,NA,General,door_to_groin,2018 Q1,TRUE,pct,0,2,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,1,1,1,0,0,0,0
Far away,dgt_leq_120,2018,Q1,imaging_done,FALSE,NA,General,door_to_groin,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,1,1,1,0,0,0,0
Far away,dgt_leq_120,2018,Q1,imaging_done,TRUE,NA,General,door_to_groin,2018 Q1,TRUE,pct,0,2,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,1,1,1,0,0,0,0
Far away,dgt_leq_120,2018,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_groin,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,1,1,1,0,0,0,0
Far away,dgt_leq_120,2018,Q1,stroke_type,ischemic,NA,General,door_to_groin,2018 Q1,TRUE,pct,0,2,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,1,1,1,0,0,0,0
Far away,dgt_leq_120,2018,Q1,gender,female,NA,General,door_to_groin,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,1,1,1,0,0,0,0
Far away,dgt_leq_120,2018,Q1,gender,male,NA,General,door_to_groin,2018 Q1,TRUE,pct,0,2,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,1,1,1,0,0,0,0
Far away,dgt_leq_90,2018,Q1,first_hospital,TRUE,NA,General,door_to_groin,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,2,2,2,2,0,0,0,0
Far away,dgt_leq_90,2018,Q1,prenotification,NA,NA,General,door_to_groin,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,2,3,3,3,0,0,0,0
Far away,dgt_leq_90,2018,Q1,imaging_done,FALSE,NA,General,door_to_groin,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,3,3,3,0,0,0,0
Far away,dgt_leq_90,2018,Q1,imaging_done,TRUE,NA,General,door_to_groin,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,2,4,4,4,0,0,0,0
Far away,dgt_leq_90,2018,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_groin,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,4,4,4,0,0,0,0
Far away,dgt_leq_90,2018,Q1,stroke_type,ischemic,NA,General,door_to_groin,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,2,5,5,5,0,0,0,0
Far away,dgt_leq_90,2018,Q1,gender,female,NA,General,door_to_groin,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,2,5,5,5,0,0,0,0
Far away,dgt_leq_90,2018,Q1,gender,male,NA,General,door_to_groin,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,2,6,6,6,0,0,0,0
Far away,door_to_groin,2018,Q1,first_hospital,TRUE,NA,General,door_to_groin,2018 Q1,FALSE,median,220,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,2,6,6,6,0,0,0,0
Far away,door_to_groin,2018,Q1,prenotification,NA,NA,General,door_to_groin,2018 Q1,FALSE,median,220,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,2,6,6,6,0,0,0,0
Far away,door_to_groin,2018,Q1,imaging_done,FALSE,NA,General,door_to_groin,2018 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,2,6,6,6,0,0,0,0
Far away,door_to_groin,2018,Q1,imaging_done,TRUE,NA,General,door_to_groin,2018 Q1,FALSE,median,220,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,2,6,6,6,0,0,0,0
Far away,door_to_groin,2018,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_groin,2018 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,2,6,6,6,0,0,0,0
Far away,door_to_groin,2018,Q1,stroke_type,ischemic,NA,General,door_to_groin,2018 Q1,FALSE,median,220,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,2,6,6,6,0,0,0,0
Far away,door_to_groin,2018,Q1,gender,female,NA,General,door_to_groin,2018 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,2,6,6,6,0,0,0,0
Far away,door_to_groin,2018,Q1,gender,male,NA,General,door_to_groin,2018 Q1,FALSE,median,220,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,2,6,6,6,0,0,0,0
Far away,dnt_leq_60,2018,Q1,NA,NA,80,General,door_to_needle,2018 Q1,TRUE,pct,100,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,1,20,1,1,1,1,1,0,0,1
Far away,dnt_leq_45,2018,Q1,NA,NA,60,General,door_to_needle,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,0,-10,1,2,2,2,0,0,0,0
Far away,door_to_needle,2018,Q1,NA,NA,45,General,door_to_needle,2018 Q1,FALSE,median,37.5,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,0,-7.5,1,2,2,2,0,0,0,0
Far away,dnt_leq_60,2018,Q1,first_hospital,TRUE,NA,General,door_to_needle,2018 Q1,TRUE,pct,100,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,3,3,3,NA,0,0,0
Far away,dnt_leq_60,2018,Q1,prenotification,NA,NA,General,door_to_needle,2018 Q1,TRUE,pct,100,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,4,4,4,NA,0,0,0
Far away,dnt_leq_60,2018,Q1,imaging_done,FALSE,NA,General,door_to_needle,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,1,4,4,4,NA,0,0,0
Far away,dnt_leq_60,2018,Q1,imaging_done,TRUE,NA,General,door_to_needle,2018 Q1,TRUE,pct,100,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,5,5,5,NA,0,0,0
Far away,dnt_leq_60,2018,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_needle,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,1,5,5,5,NA,0,0,0
Far away,dnt_leq_60,2018,Q1,stroke_type,ischemic,NA,General,door_to_needle,2018 Q1,TRUE,pct,100,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,6,6,6,NA,0,0,0
Far away,dnt_leq_60,2018,Q1,gender,female,NA,General,door_to_needle,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,1,6,6,6,NA,0,0,0
Far away,dnt_leq_60,2018,Q1,gender,male,NA,General,door_to_needle,2018 Q1,TRUE,pct,100,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,7,7,7,NA,0,0,0
Far away,dnt_leq_45,2018,Q1,first_hospital,TRUE,NA,General,door_to_needle,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,8,8,8,NA,0,0,0
Far away,dnt_leq_45,2018,Q1,prenotification,NA,NA,General,door_to_needle,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,9,9,9,NA,0,0,0
Far away,dnt_leq_45,2018,Q1,imaging_done,FALSE,NA,General,door_to_needle,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,1,9,9,9,NA,0,0,0
Far away,dnt_leq_45,2018,Q1,imaging_done,TRUE,NA,General,door_to_needle,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,10,10,10,NA,0,0,0
Far away,dnt_leq_45,2018,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_needle,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,1,10,10,10,NA,0,0,0
Far away,dnt_leq_45,2018,Q1,stroke_type,ischemic,NA,General,door_to_needle,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,11,11,11,NA,0,0,0
Far away,dnt_leq_45,2018,Q1,gender,female,NA,General,door_to_needle,2018 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,1,11,11,11,NA,0,0,0
Far away,dnt_leq_45,2018,Q1,gender,male,NA,General,door_to_needle,2018 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,1,12,12,12,NA,0,0,0
Far away,door_to_needle,2018,Q1,first_hospital,TRUE,NA,General,door_to_needle,2018 Q1,FALSE,median,37.5,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,1,12,12,12,NA,0,0,0
Far away,door_to_needle,2018,Q1,prenotification,NA,NA,General,door_to_needle,2018 Q1,FALSE,median,37.5,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,1,12,12,12,NA,0,0,0
Far away,door_to_needle,2018,Q1,imaging_done,FALSE,NA,General,door_to_needle,2018 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,1,12,12,12,NA,0,0,0
Far away,door_to_needle,2018,Q1,imaging_done,TRUE,NA,General,door_to_needle,2018 Q1,FALSE,median,37.5,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,1,12,12,12,NA,0,0,0
Far away,door_to_needle,2018,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_needle,2018 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,1,12,12,12,NA,0,0,0
Far away,door_to_needle,2018,Q1,stroke_type,ischemic,NA,General,door_to_needle,2018 Q1,FALSE,median,37.5,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,1,12,12,12,NA,0,0,0
Far away,door_to_needle,2018,Q1,gender,female,NA,General,door_to_needle,2018 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,1,12,12,12,NA,0,0,0
Far away,door_to_needle,2018,Q1,gender,male,NA,General,door_to_needle,2018 Q1,FALSE,median,37.5,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,1,12,12,12,NA,0,0,0
Far away,af_p_dis_anticoag,2018,Q2,NA,NA,NA,General,discharge_any_anticoagulant,2018 Q2,TRUE,pct,9.6,83,20,FALSE,19.4,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q2,first_hospital,TRUE,NA,General,discharge_any_anticoagulant,2018 Q2,TRUE,pct,9.6,83,20,FALSE,19.4,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q2,prenotification,NA,NA,General,discharge_any_anticoagulant,2018 Q2,TRUE,pct,9.6,83,20,FALSE,19.4,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q2,imaging_done,TRUE,NA,General,discharge_any_anticoagulant,2018 Q2,TRUE,pct,9.6,83,20,FALSE,19.4,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q2,stroke_type,intracerebral hemorrhage,NA,General,discharge_any_anticoagulant,2018 Q2,TRUE,pct,NA,0,20,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q2,stroke_type,ischemic,NA,General,discharge_any_anticoagulant,2018 Q2,TRUE,pct,9.6,83,0,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q2,gender,female,NA,General,discharge_any_anticoagulant,2018 Q2,TRUE,pct,11.6,43,10,FALSE,18.9,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2018,Q2,gender,male,NA,General,discharge_any_anticoagulant,2018 Q2,TRUE,pct,7.5,40,10,FALSE,20,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,isp_dis_antiplat,2018,Q2,NA,NA,NA,General,discharge_any_antiplatelet,2018 Q2,TRUE,pct,89.2,83,20,FALSE,19.4,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,1,1,0,0,1,0
Far away,isp_dis_antiplat,2018,Q2,first_hospital,TRUE,NA,General,discharge_any_antiplatelet,2018 Q2,TRUE,pct,89.2,83,20,FALSE,19.4,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,2,2,0,0,0,0
Far away,isp_dis_antiplat,2018,Q2,prenotification,NA,NA,General,discharge_any_antiplatelet,2018 Q2,TRUE,pct,89.2,83,20,FALSE,19.4,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,3,3,0,0,0,0
Far away,isp_dis_antiplat,2018,Q2,imaging_done,TRUE,NA,General,discharge_any_antiplatelet,2018 Q2,TRUE,pct,89.2,83,20,FALSE,19.4,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,4,4,0,0,0,0
Far away,isp_dis_antiplat,2018,Q2,stroke_type,intracerebral hemorrhage,NA,General,discharge_any_antiplatelet,2018 Q2,TRUE,pct,NA,0,20,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,4,4,0,0,0,0
Far away,isp_dis_antiplat,2018,Q2,stroke_type,ischemic,NA,General,discharge_any_antiplatelet,2018 Q2,TRUE,pct,89.2,83,0,FALSE,0,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,5,5,0,0,0,0
Far away,isp_dis_antiplat,2018,Q2,gender,female,NA,General,discharge_any_antiplatelet,2018 Q2,TRUE,pct,88.4,43,10,FALSE,18.9,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,6,6,0,0,0,0
Far away,isp_dis_antiplat,2018,Q2,gender,male,NA,General,discharge_any_antiplatelet,2018 Q2,TRUE,pct,90,40,10,FALSE,20,FALSE,FALSE,0,1,0,0,0,NA,NA,0,1,7,7,0,0,0,1
