"h_country","nameOfAggr","year","quarter","subGroup","subGroupVal","C_Value","h_name","QI","YQ","isAngelKPI","aggFunc","Value","data_Pts","data_missing","isKPI","pct_missing","isYearAgg","isCountryAgg","qual4Diamond","qual4Stroke Ready","qual4Gold","qual4Platinum","qual4NA","MedianGeg_C","diffFromC","CSoAboveCountry","CSoAboveDiamond","CSoAbovePlatinum","CSoAboveGold","is1stgeqC","is1stGold","is1stPlat","is1stDiam"
"Far away","dnt_leq_60",2018,"Q2","stroke_type","ischemic",66.7,"General","door_to_needle","2018 Q2",TRUE,"pct",66.7,12,1,TRUE,7.7,FALSE,FALSE,0,0,1,0,0,1,0,4,0,0,4,0,0,0,0
"Far away","dnt_leq_60",2018,"Q2","gender","female",57.1,"General","door_to_needle","2018 Q2",TRUE,"pct",57.1,7,1,TRUE,12.5,FALSE,FALSE,0,0,1,0,0,1,0,5,0,0,5,0,0,0,0
"Far away","dnt_leq_60",2018,"Q2","gender","male",80,"General","door_to_needle","2018 Q2",TRUE,"pct",80,5,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,1,0,6,1,1,6,0,0,0,1
"Far away","dnt_leq_45",2018,"Q2",NA,NA,58.3,"General","door_to_needle","2018 Q2",TRUE,"pct",58.3,12,1,TRUE,7.7,FALSE,FALSE,1,0,0,0,0,1,0,7,2,2,7,0,0,0,0
"Far away","dnt_leq_45",2018,"Q2","prenotification",NA,58.3,"General","door_to_needle","2018 Q2",TRUE,"pct",58.3,12,1,TRUE,7.7,FALSE,FALSE,1,0,0,0,0,1,0,8,3,3,8,0,0,0,0
"Far away","dnt_leq_45",2018,"Q2","imaging_done","TRUE",58.3,"General","door_to_needle","2018 Q2",TRUE,"pct",58.3,12,1,TRUE,7.7,FALSE,FALSE,1,0,0,0,0,1,0,9,4,4,9,0,0,0,0
"Far away","dnt_leq_45",2018,"Q2","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018 Q2",TRUE,"pct",NA,0,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,9,4,4,9,0,0,0,0
"Far away","dnt_leq_45",2018,"Q2","stroke_type","ischemic",58.3,"General","door_to_needle","2018 Q2",TRUE,"pct",58.3,12,1,TRUE,7.7,FALSE,FALSE,1,0,0,0,0,1,0,10,5,5,10,0,0,0,0
"Far away","dnt_leq_45",2018,"Q2","gender","female",42.9,"General","door_to_needle","2018 Q2",TRUE,"pct",42.9,7,1,TRUE,12.5,FALSE,FALSE,0,0,0,1,0,1,0,11,5,6,11,0,0,0,0
"Far away","dnt_leq_45",2018,"Q2","gender","male",80,"General","door_to_needle","2018 Q2",TRUE,"pct",80,5,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,1,0,12,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q2",NA,NA,42.5,"General","door_to_needle","2018 Q2",FALSE,"median",42.5,12,1,TRUE,7.7,FALSE,FALSE,0,0,0,0,1,1,0,13,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q2","prenotification",NA,42.5,"General","door_to_needle","2018 Q2",FALSE,"median",42.5,12,1,TRUE,7.7,FALSE,FALSE,0,0,0,0,1,1,0,14,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q2","imaging_done","TRUE",42.5,"General","door_to_needle","2018 Q2",FALSE,"median",42.5,12,1,TRUE,7.7,FALSE,FALSE,0,0,0,0,1,1,0,15,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q2","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018 Q2",FALSE,"median",NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,15,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q2","stroke_type","ischemic",42.5,"General","door_to_needle","2018 Q2",FALSE,"median",42.5,12,1,TRUE,7.7,FALSE,FALSE,0,0,0,0,1,1,0,16,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q2","gender","female",60,"General","door_to_needle","2018 Q2",FALSE,"median",60,7,1,TRUE,12.5,FALSE,FALSE,0,0,0,0,1,1,0,17,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q2","gender","male",21,"General","door_to_needle","2018 Q2",FALSE,"median",21,5,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,1,0,18,6,7,12,0,0,0,0
"Far away","dnt_leq_60",2018,"Q3",NA,NA,88.2,"General","door_to_needle","2018 Q3",TRUE,"pct",88.2,17,3,TRUE,15,FALSE,FALSE,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1
"Far away","dnt_leq_60",2018,"Q3","prenotification",NA,88.2,"General","door_to_needle","2018 Q3",TRUE,"pct",88.2,17,3,TRUE,15,FALSE,FALSE,1,0,0,0,0,1,0,2,2,2,2,0,0,0,0
"Far away","dnt_leq_60",2018,"Q3","imaging_done","TRUE",88.2,"General","door_to_needle","2018 Q3",TRUE,"pct",88.2,17,3,TRUE,15,FALSE,FALSE,1,0,0,0,0,1,0,3,3,3,3,0,0,0,0
"Far away","dnt_leq_60",2018,"Q3","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018 Q3",TRUE,"pct",NA,0,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,3,3,3,0,0,0,0
"Far away","dnt_leq_60",2018,"Q3","stroke_type","ischemic",88.2,"General","door_to_needle","2018 Q3",TRUE,"pct",88.2,17,3,TRUE,15,FALSE,FALSE,1,0,0,0,0,1,0,4,4,4,4,0,0,0,0
"Far away","dnt_leq_60",2018,"Q3","gender","female",88.9,"General","door_to_needle","2018 Q3",TRUE,"pct",88.9,9,2,TRUE,18.2,FALSE,FALSE,1,0,0,0,0,1,0,5,5,5,5,0,0,0,0
"Far away","dnt_leq_60",2018,"Q3","gender","male",87.5,"General","door_to_needle","2018 Q3",TRUE,"pct",87.5,8,1,TRUE,11.1,FALSE,FALSE,1,0,0,0,0,1,0,6,6,6,6,0,0,0,0
"Far away","dnt_leq_45",2018,"Q3",NA,NA,52.9,"General","door_to_needle","2018 Q3",TRUE,"pct",52.9,17,3,TRUE,15,FALSE,FALSE,1,0,0,0,0,1,0,7,7,7,7,0,0,0,0
"Far away","dnt_leq_45",2018,"Q3","prenotification",NA,52.9,"General","door_to_needle","2018 Q3",TRUE,"pct",52.9,17,3,TRUE,15,FALSE,FALSE,1,0,0,0,0,1,0,8,8,8,8,0,0,0,0
"Far away","dnt_leq_45",2018,"Q3","imaging_done","TRUE",52.9,"General","door_to_needle","2018 Q3",TRUE,"pct",52.9,17,3,TRUE,15,FALSE,FALSE,1,0,0,0,0,1,0,9,9,9,9,0,0,0,0
"Far away","dnt_leq_45",2018,"Q3","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018 Q3",TRUE,"pct",NA,0,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,9,9,9,9,0,0,0,0
"Far away","dnt_leq_45",2018,"Q3","stroke_type","ischemic",52.9,"General","door_to_needle","2018 Q3",TRUE,"pct",52.9,17,3,TRUE,15,FALSE,FALSE,1,0,0,0,0,1,0,10,10,10,10,0,0,0,0
"Far away","dnt_leq_45",2018,"Q3","gender","female",77.8,"General","door_to_needle","2018 Q3",TRUE,"pct",77.8,9,2,TRUE,18.2,FALSE,FALSE,1,0,0,0,0,1,0,11,11,11,11,0,0,0,0
"Far away","dnt_leq_45",2018,"Q3","gender","male",25,"General","door_to_needle","2018 Q3",TRUE,"pct",25,8,1,TRUE,11.1,FALSE,FALSE,0,0,0,1,0,1,0,12,11,12,12,0,0,0,0
"Far away","door_to_needle",2018,"Q3",NA,NA,45,"General","door_to_needle","2018 Q3",FALSE,"median",45,17,3,TRUE,15,FALSE,FALSE,0,0,0,0,1,1,0,13,11,12,12,0,0,0,0
"Far away","door_to_needle",2018,"Q3","prenotification",NA,45,"General","door_to_needle","2018 Q3",FALSE,"median",45,17,3,TRUE,15,FALSE,FALSE,0,0,0,0,1,1,0,14,11,12,12,0,0,0,0
"Far away","door_to_needle",2018,"Q3","imaging_done","TRUE",45,"General","door_to_needle","2018 Q3",FALSE,"median",45,17,3,TRUE,15,FALSE,FALSE,0,0,0,0,1,1,0,15,11,12,12,0,0,0,0
"Far away","door_to_needle",2018,"Q3","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018 Q3",FALSE,"median",NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,15,11,12,12,0,0,0,0
"Far away","door_to_needle",2018,"Q3","stroke_type","ischemic",45,"General","door_to_needle","2018 Q3",FALSE,"median",45,17,3,TRUE,15,FALSE,FALSE,0,0,0,0,1,1,0,16,11,12,12,0,0,0,0
"Far away","door_to_needle",2018,"Q3","gender","female",40,"General","door_to_needle","2018 Q3",FALSE,"median",40,9,2,TRUE,18.2,FALSE,FALSE,0,0,0,0,1,1,0,17,11,12,12,0,0,0,0
"Far away","door_to_needle",2018,"Q3","gender","male",55,"General","door_to_needle","2018 Q3",FALSE,"median",55,8,1,TRUE,11.1,FALSE,FALSE,0,0,0,0,1,1,0,18,11,12,12,0,0,0,0
"Far away","dnt_leq_60",2018,"Q4",NA,NA,66.7,"General","door_to_needle","2018 Q4",TRUE,"pct",66.7,6,1,TRUE,14.3,FALSE,FALSE,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0
"Far away","dnt_leq_60",2018,"Q4","prenotification",NA,66.7,"General","door_to_needle","2018 Q4",TRUE,"pct",66.7,6,1,TRUE,14.3,FALSE,FALSE,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0
"Far away","dnt_leq_60",2018,"Q4","imaging_done","TRUE",66.7,"General","door_to_needle","2018 Q4",TRUE,"pct",66.7,6,1,TRUE,14.3,FALSE,FALSE,0,0,1,0,0,1,0,3,0,0,3,0,0,0,0
"Far away","dnt_leq_60",2018,"Q4","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018 Q4",TRUE,"pct",NA,0,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,0,0,3,0,0,0,0
"Far away","dnt_leq_60",2018,"Q4","stroke_type","ischemic",66.7,"General","door_to_needle","2018 Q4",TRUE,"pct",66.7,6,1,TRUE,14.3,FALSE,FALSE,0,0,1,0,0,1,0,4,0,0,4,0,0,0,0
"Far away","dnt_leq_60",2018,"Q4","gender","female",60,"General","door_to_needle","2018 Q4",TRUE,"pct",60,5,0,TRUE,0,FALSE,FALSE,0,0,1,0,0,1,0,5,0,0,5,0,0,0,0
"Far away","dnt_leq_60",2018,"Q4","gender","male",100,"General","door_to_needle","2018 Q4",TRUE,"pct",100,1,1,TRUE,50,FALSE,FALSE,1,0,0,0,0,1,0,6,1,1,6,0,0,0,1
"Far away","dnt_leq_45",2018,"Q4",NA,NA,50,"General","door_to_needle","2018 Q4",TRUE,"pct",50,6,1,TRUE,14.3,FALSE,FALSE,1,0,0,0,0,1,0,7,2,2,7,0,0,0,0
"Far away","dnt_leq_45",2018,"Q4","prenotification",NA,50,"General","door_to_needle","2018 Q4",TRUE,"pct",50,6,1,TRUE,14.3,FALSE,FALSE,1,0,0,0,0,1,0,8,3,3,8,0,0,0,0
"Far away","dnt_leq_45",2018,"Q4","imaging_done","TRUE",50,"General","door_to_needle","2018 Q4",TRUE,"pct",50,6,1,TRUE,14.3,FALSE,FALSE,1,0,0,0,0,1,0,9,4,4,9,0,0,0,0
"Far away","dnt_leq_45",2018,"Q4","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018 Q4",TRUE,"pct",NA,0,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,9,4,4,9,0,0,0,0
"Far away","dnt_leq_45",2018,"Q4","stroke_type","ischemic",50,"General","door_to_needle","2018 Q4",TRUE,"pct",50,6,1,TRUE,14.3,FALSE,FALSE,1,0,0,0,0,1,0,10,5,5,10,0,0,0,0
"Far away","dnt_leq_45",2018,"Q4","gender","female",40,"General","door_to_needle","2018 Q4",TRUE,"pct",40,5,0,TRUE,0,FALSE,FALSE,0,0,0,1,0,1,0,11,5,6,11,0,0,0,0
"Far away","dnt_leq_45",2018,"Q4","gender","male",100,"General","door_to_needle","2018 Q4",TRUE,"pct",100,1,1,TRUE,50,FALSE,FALSE,1,0,0,0,0,1,0,12,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q4",NA,NA,45,"General","door_to_needle","2018 Q4",FALSE,"median",45,6,1,TRUE,14.3,FALSE,FALSE,0,0,0,0,1,1,0,13,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q4","prenotification",NA,45,"General","door_to_needle","2018 Q4",FALSE,"median",45,6,1,TRUE,14.3,FALSE,FALSE,0,0,0,0,1,1,0,14,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q4","imaging_done","TRUE",45,"General","door_to_needle","2018 Q4",FALSE,"median",45,6,1,TRUE,14.3,FALSE,FALSE,0,0,0,0,1,1,0,15,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q4","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018 Q4",FALSE,"median",NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,15,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q4","stroke_type","ischemic",45,"General","door_to_needle","2018 Q4",FALSE,"median",45,6,1,TRUE,14.3,FALSE,FALSE,0,0,0,0,1,1,0,16,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q4","gender","female",60,"General","door_to_needle","2018 Q4",FALSE,"median",60,5,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,1,0,17,6,7,12,0,0,0,0
"Far away","door_to_needle",2018,"Q4","gender","male",25,"General","door_to_needle","2018 Q4",FALSE,"median",25,1,1,TRUE,50,FALSE,FALSE,0,0,0,0,1,1,0,18,6,7,12,0,0,0,0
"Far away","dnt_leq_60",2018,"all",NA,NA,70.9,"General","door_to_needle","2018",TRUE,"pct",80.5,41,5,TRUE,10.9,TRUE,FALSE,1,0,0,0,0,1,9.59999999999999,1,1,1,1,1,0,0,1
"Far away","dnt_leq_60",2018,"all","prenotification",NA,70.9,"General","door_to_needle","2018",TRUE,"pct",80.5,41,5,TRUE,10.9,TRUE,FALSE,1,0,0,0,0,1,9.59999999999999,2,2,2,2,0,0,0,0
"Far away","dnt_leq_60",2018,"all","imaging_done","FALSE",NA,"General","door_to_needle","2018",TRUE,"pct",NA,0,0,TRUE,0,TRUE,FALSE,0,1,0,0,0,NA,NA,2,2,2,2,0,0,0,0
"Far away","dnt_leq_60",2018,"all","imaging_done","TRUE",70.9,"General","door_to_needle","2018",TRUE,"pct",80.5,41,5,TRUE,10.9,TRUE,FALSE,1,0,0,0,0,1,9.59999999999999,3,3,3,3,0,0,0,0
"Far away","dnt_leq_60",2018,"all","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018",TRUE,"pct",NA,0,0,TRUE,0,TRUE,FALSE,0,1,0,0,0,NA,NA,3,3,3,3,0,0,0,0
"Far away","dnt_leq_60",2018,"all","stroke_type","ischemic",70.9,"General","door_to_needle","2018",TRUE,"pct",80.5,41,5,TRUE,10.9,TRUE,FALSE,1,0,0,0,0,1,9.59999999999999,4,4,4,4,0,0,0,0
"Far away","dnt_leq_60",2018,"all","gender","female",63.3,"General","door_to_needle","2018",TRUE,"pct",73.9,23,3,TRUE,11.5,TRUE,FALSE,0,0,1,0,0,1,10.6,5,4,4,5,0,0,0,0
"Far away","dnt_leq_60",2018,"all","gender","male",80,"General","door_to_needle","2018",TRUE,"pct",88.9,18,2,TRUE,10,TRUE,FALSE,1,0,0,0,0,1,8.90000000000001,6,5,5,6,0,0,0,0
"Far away","dnt_leq_45",2018,"all",NA,NA,50.9,"General","door_to_needle","2018",TRUE,"pct",53.7,41,5,TRUE,10.9,TRUE,FALSE,1,0,0,0,0,1,2.8,7,6,6,7,0,0,0,0
"Far away","dnt_leq_45",2018,"all","prenotification",NA,50.9,"General","door_to_needle","2018",TRUE,"pct",53.7,41,5,TRUE,10.9,TRUE,FALSE,1,0,0,0,0,1,2.8,8,7,7,8,0,0,0,0
"Far away","dnt_leq_45",2018,"all","imaging_done","FALSE",NA,"General","door_to_needle","2018",TRUE,"pct",NA,0,0,TRUE,0,TRUE,FALSE,0,1,0,0,0,NA,NA,8,7,7,8,0,0,0,0
"Far away","dnt_leq_45",2018,"all","imaging_done","TRUE",50.9,"General","door_to_needle","2018",TRUE,"pct",53.7,41,5,TRUE,10.9,TRUE,FALSE,1,0,0,0,0,1,2.8,9,8,8,9,0,0,0,0
"Far away","dnt_leq_45",2018,"all","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018",TRUE,"pct",NA,0,0,TRUE,0,TRUE,FALSE,0,1,0,0,0,NA,NA,9,8,8,9,0,0,0,0
"Far away","dnt_leq_45",2018,"all","stroke_type","ischemic",50.9,"General","door_to_needle","2018",TRUE,"pct",53.7,41,5,TRUE,10.9,TRUE,FALSE,1,0,0,0,0,1,2.8,10,9,9,10,0,0,0,0
"Far away","dnt_leq_45",2018,"all","gender","female",50,"General","door_to_needle","2018",TRUE,"pct",56.5,23,3,TRUE,11.5,TRUE,FALSE,1,0,0,0,0,1,6.5,11,10,10,11,0,0,0,0
"Far away","dnt_leq_45",2018,"all","gender","male",52,"General","door_to_needle","2018",TRUE,"pct",50,18,2,TRUE,10,TRUE,FALSE,1,0,0,0,0,0,-2,11,11,11,12,0,0,0,0
"Far away","door_to_needle",2018,"all",NA,NA,45,"General","door_to_needle","2018",FALSE,"median",45,41,5,TRUE,10.9,TRUE,FALSE,0,0,0,0,1,1,0,12,11,11,12,0,0,0,0
"Far away","door_to_needle",2018,"all","prenotification",NA,45,"General","door_to_needle","2018",FALSE,"median",45,41,5,TRUE,10.9,TRUE,FALSE,0,0,0,0,1,1,0,13,11,11,12,0,0,0,0
"Far away","door_to_needle",2018,"all","imaging_done","FALSE",NA,"General","door_to_needle","2018",FALSE,"median",NA,0,0,TRUE,0,TRUE,FALSE,0,0,0,0,1,NA,NA,13,11,11,12,0,0,0,0
"Far away","door_to_needle",2018,"all","imaging_done","TRUE",45,"General","door_to_needle","2018",FALSE,"median",45,41,5,TRUE,10.9,TRUE,FALSE,0,0,0,0,1,1,0,14,11,11,12,0,0,0,0
"Far away","door_to_needle",2018,"all","stroke_type","intracerebral hemorrhage",NA,"General","door_to_needle","2018",FALSE,"median",NA,0,0,TRUE,0,TRUE,FALSE,0,0,0,0,1,NA,NA,14,11,11,12,0,0,0,0
"Far away","door_to_needle",2018,"all","stroke_type","ischemic",45,"General","door_to_needle","2018",FALSE,"median",45,41,5,TRUE,10.9,TRUE,FALSE,0,0,0,0,1,1,0,15,11,11,12,0,0,0,0
"Far away","door_to_needle",2018,"all","gender","female",49,"General","door_to_needle","2018",FALSE,"median",45,23,3,TRUE,11.5,TRUE,FALSE,0,0,0,0,1,0,-4,15,11,11,12,0,0,0,0
"Far away","door_to_needle",2018,"all","gender","male",45,"General","door_to_needle","2018",FALSE,"median",43,18,2,TRUE,10,TRUE,FALSE,0,0,0,0,1,0,-2,15,11,11,12,0,0,0,0
